lyrics,label,cleaned_lyrics,preprocessed_lyrics
dirt road blues gon walk down that dirt road til someone lets me ride gon walk down that dirt road til someone lets me ride if i cant find my baby im gonna run away and hide i been pacing around the room hoping maybe shed come back pacing round the room hoping maybe shed come back well i been praying for salvation laying round in a oneroom country shack gon walk down that dirt road until my eyes begin to bleed gon walk down that dirt road until my eyes begin to bleed til theres nothing left to see til the chains have been shattered and ive been freed i been lookin at my shadow i been watching the colors up above lookin at my shadow watching the colors up above rolling through the rain and hail looking for the sunny side of love gon walk on down that dirt road til im right beside the sun gon walk on down until im right beside the sun im gonna have to put up a barrier to keep myself away from everyone,dylan,dirt road blues gon walk down that dirt road til someone lets me ride gon walk down that dirt road til someone lets me ride if i cant find my baby im gonna run away and hide i been pacing around the room hoping maybe shed come back pacing round the room hoping maybe shed come back well i been praying for salvation laying round in a oneroom country shack gon walk down that dirt road until my eyes begin to bleed gon walk down that dirt road until my eyes begin to bleed til theres nothing left to see til the chains have been shattered and ive been freed i been lookin at my shadow i been watching the colors up above lookin at my shadow watching the colors up above rolling through the rain and hail looking for the sunny side of love gon walk on down that dirt road til im right beside the sun gon walk on down until im right beside the sun im gonna have to put up a barrier to keep myself away from everyone,dirt road blue gon walk dirt road til someone let ride gon walk dirt road til someone let ride cant find baby im gon na run away hide pace around room hop maybe shed come back pace round room hop maybe shed come back well pray salvation lay round oneroom country shack gon walk dirt road eye begin bleed gon walk dirt road eye begin bleed til there nothing leave see til chain shatter ive freed lookin shadow watch color lookin shadow watch color roll rain hail look sunny side love gon walk dirt road til im right beside sun gon walk im right beside sun im gon na put barrier keep away everyone
standing in the doorway im walking through the summer nights jukebox playing low yesterday everything was going too fast today its moving too slow i got no place left to turn i got nothing left to burn dont know if i saw you if i would kiss you or kill you it probably wouldnt matter to you anyhow you left me standing in the doorway crying i got nothing to go back to now the light in this place is so bad making me sick in the head all the laughter is just making me sad the stars have turned cherry red im strumming on my gay guitar smoking a cheap cigar the ghost of our old love has not gone away dont look like it will anytime soon you left me standing in the doorway crying under the midnight moon maybe theyll get me and maybe they wont but not tonight and it wont be here there are things i could say but i dont i know the mercy of god must be near ive been riding the midnight train got ice water in my veins i would be crazy if i took you back it would go up against every rule you left me standing in the doorway crying suffering like a fool when the last rays of daylight go down buddy youll roll no more i can hear the church bells ringing in the yard i wonder who theyre ringing for i know i cant win but my heart just wont give in last night i danced with a stranger but she just reminded me you were the one you left me standing in the doorway crying in the dark land of the sun ill eat when im hungry drink when im dry and live my life on the square and even if the flesh falls off of my face i know someone will be there to care it always means so much even the softest touch i see nothing to be gained by any explanation there are no words that need to be said you left me standing in the doorway crying blues wrapped around my head,dylan,standing in the doorway im walking through the summer nights jukebox playing low yesterday everything was going too fast today its moving too slow i got no place left to turn i got nothing left to burn dont know if i saw you if i would kiss you or kill you it probably wouldnt matter to you anyhow you left me standing in the doorway crying i got nothing to go back to now the light in this place is so bad making me sick in the head all the laughter is just making me sad the stars have turned cherry red im strumming on my gay guitar smoking a cheap cigar the ghost of our old love has not gone away dont look like it will anytime soon you left me standing in the doorway crying under the midnight moon maybe theyll get me and maybe they wont but not tonight and it wont be here there are things i could say but i dont i know the mercy of god must be near ive been riding the midnight train got ice water in my veins i would be crazy if i took you back it would go up against every rule you left me standing in the doorway crying suffering like a fool when the last rays of daylight go down buddy youll roll no more i can hear the church bells ringing in the yard i wonder who theyre ringing for i know i cant win but my heart just wont give in last night i danced with a stranger but she just reminded me you were the one you left me standing in the doorway crying in the dark land of the sun ill eat when im hungry drink when im dry and live my life on the square and even if the flesh falls off of my face i know someone will be there to care it always means so much even the softest touch i see nothing to be gained by any explanation there are no words that need to be said you left me standing in the doorway crying blues wrapped around my head,stand doorway im walk summer night jukebox play low yesterday everything go fast today move slow get place leave turn get nothing leave burn dont know saw would kiss kill probably wouldnt matter anyhow leave stand doorway cry get nothing go back light place bad make sick head laughter make sad star turn cherry red im strum gay guitar smoking cheap cigar ghost old love go away dont look like anytime soon leave stand doorway cry midnight moon maybe theyll get maybe wont tonight wont thing could say dont know mercy god must near ive rid midnight train get ice water vein would crazy take back would go every rule leave stand doorway cry suffer like fool last ray daylight go buddy youll roll hear church bell ring yard wonder theyre ring know cant win heart wont give last night dance stranger remind one leave stand doorway cry dark land sun ill eat im hungry drink im dry live life square even flesh fall face know someone care always mean much even soft touch see nothing gain explanation word need say left stand doorway cry blue wrap around head
million miles you took a part of me that i really miss i keep asking myself how long it can go on like this you told yourself a lie thats all right mama i told myself one too im tryin to get closer but im still a million miles from you you took the silver you took the gold you left me standing out in the cold people asked about you i didnt tell them everything i knew well im tryin to get closer but im still a million miles from you im drifting in and out of dreamless sleep throwing all my memories in a ditch so deep did so many things i never did intend to do well im tryin to get closer but im still a million miles from you i need your love so bad turn your lamp down low i need every bit of it for the places that i go sometimes i wonder just what its all coming to well im tryin to get closer but im still a million miles from you well i dont dare close my eyes and i dont dare wink maybe in the next life ill be able to hear myself think feel like talking to somebody but i just dont know who well im tryin to get closer but im still a million miles from you the last thing you said before you hit the street “gonna find me a janitor to sweep me off my feet” i said “thats all right you do what you gotta do” well im tryin to get closer im still a million miles from you rock me pretty baby rock me til everything gets real rock me for a little while rock me til theres nothing left to feel and ill rock you too im tryin to get closer but im still a million miles from you well theres voices in the night trying to be heard im sitting here listening to every mindpolluting word i know plenty of people who would put me up for a day or two yes im tryin to get closer but im still a million miles from you,dylan,million miles you took a part of me that i really miss i keep asking myself how long it can go on like this you told yourself a lie thats all right mama i told myself one too im tryin to get closer but im still a million miles from you you took the silver you took the gold you left me standing out in the cold people asked about you i didnt tell them everything i knew well im tryin to get closer but im still a million miles from you im drifting in and out of dreamless sleep throwing all my memories in a ditch so deep did so many things i never did intend to do well im tryin to get closer but im still a million miles from you i need your love so bad turn your lamp down low i need every bit of it for the places that i go sometimes i wonder just what its all coming to well im tryin to get closer but im still a million miles from you well i dont dare close my eyes and i dont dare wink maybe in the next life ill be able to hear myself think feel like talking to somebody but i just dont know who well im tryin to get closer but im still a million miles from you the last thing you said before you hit the street “gonna find me a janitor to sweep me off my feet” i said “thats all right you do what you gotta do” well im tryin to get closer im still a million miles from you rock me pretty baby rock me til everything gets real rock me for a little while rock me til theres nothing left to feel and ill rock you too im tryin to get closer but im still a million miles from you well theres voices in the night trying to be heard im sitting here listening to every mindpolluting word i know plenty of people who would put me up for a day or two yes im tryin to get closer but im still a million miles from you,million mile take part really miss keep ask long go like told lie thats right mama tell one im tryin get close im still million mile take silver take gold leave stand cold people ask didnt tell everything know well im tryin get close im still million mile im drift dreamless sleep throw memory ditch deep many thing never intend well im tryin get close im still million mile need love bad turn lamp low need every bit place go sometimes wonder come well im tryin get close im still million mile well dont dare close eye dont dare wink maybe next life ill able hear think feel like talk somebody dont know well im tryin get close im still million mile last thing say hit street “ gon na find janitor sweep foot ” say “ thats right get ta ” well im tryin get close im still million mile rock pretty baby rock til everything get real rock little rock til theres nothing leave feel ill rock im tryin get close im still million mile well there voice night try heard im sit listen every mindpolluting word know plenty people would put day two yes im tryin get close im still million mile
tryin to get to heaven the air is getting hotter theres a rumbling in the skies ive been wading through the high muddy water with the heat rising in my eyes every day your memory grows dimmer it doesnt haunt me like it did before ive been walking through the middle of nowhere trying to get to heaven before they close the door when i was in missouri they would not let me be i had to leave there in a hurry i only saw what they let me see you broke a heart that loved you now you can seal up the book and not write anymore ive been walking that lonesome valley trying to get to heaven before they close the door people on the platforms waiting for the trains i can hear their hearts abeatin like pendulums swinging on chains i tried to give you everything that your heart was longing for im just going down the road feeling bad trying to get to heaven before they close the door im going down the river down to new orleans they tell me everything is gonna be all right but i dont know what “all right” even means i was riding in a buggy with miss maryjane miss maryjane got a house in baltimore i been all around the world boys now im trying to get to heaven before they close the door gonna sleep down in the parlor and relive my dreams ill close my eyes and i wonder if everything is as hollow as it seems when you think that youve lost everything you find out you can always lose a little more i been to sugar town i shook the sugar down now im trying to get to heaven before they close the door,dylan,tryin to get to heaven the air is getting hotter theres a rumbling in the skies ive been wading through the high muddy water with the heat rising in my eyes every day your memory grows dimmer it doesnt haunt me like it did before ive been walking through the middle of nowhere trying to get to heaven before they close the door when i was in missouri they would not let me be i had to leave there in a hurry i only saw what they let me see you broke a heart that loved you now you can seal up the book and not write anymore ive been walking that lonesome valley trying to get to heaven before they close the door people on the platforms waiting for the trains i can hear their hearts abeatin like pendulums swinging on chains i tried to give you everything that your heart was longing for im just going down the road feeling bad trying to get to heaven before they close the door im going down the river down to new orleans they tell me everything is gonna be all right but i dont know what “all right” even means i was riding in a buggy with miss maryjane miss maryjane got a house in baltimore i been all around the world boys now im trying to get to heaven before they close the door gonna sleep down in the parlor and relive my dreams ill close my eyes and i wonder if everything is as hollow as it seems when you think that youve lost everything you find out you can always lose a little more i been to sugar town i shook the sugar down now im trying to get to heaven before they close the door,tryin get heaven air get hotter there rumble sky ive wad high muddy water heat rise eye every day memory grow dim doesnt haunt like ive walk middle nowhere try get heaven close door missouri would let leave hurry saw let see broke heart love seal book write anymore ive walk lonesome valley try get heaven close door people platforms wait train hear heart abeatin like pendulum swing chain try give everything heart long im go road feel bad try get heaven close door im go river new orleans tell everything gon na right dont know “ right ” even mean rid buggy miss maryjane miss maryjane get house baltimore around world boys im try get heaven close door gon na sleep parlor relive dream ill close eye wonder everything hollow seem think youve lose everything find always lose little sugar town shook sugar im try get heaven close door
til i fell in love with you well my nerves are exploding and my bodys tense i feel like the whole world got me pinned up against the fence ive been hit too hard ive seen too much nothing can heal me now but your touch i dont know what im gonna do i was all right til i fell in love with you well my house is on fire burning to the sky i thought it would rain but the clouds passed by now i feel like im coming to the end of my way but i know god is my shield and he wont lead me astray still i dont know what im gonna do i was all right til i fell in love with you boys in the street beginning to play girls like birds flying away when im gone you will remember my name im gonna win my way to wealth and fame i dont know what im gonna do i was all right til i fell in love with you junk is piling up taking up space my eyes feel like theyre falling off my face sweat falling down im staring at the floor im thinking about that girl who wont be back no more i dont know what im gonna do i was all right til i fell in love with you well im tired of talking im tired of trying to explain my attempts to please you were all in vain tomorrow night before the sun goes down if im still among the living ill be dixie bound i just dont know what im gonna do i was all right til i fell in love with you,dylan,til i fell in love with you well my nerves are exploding and my bodys tense i feel like the whole world got me pinned up against the fence ive been hit too hard ive seen too much nothing can heal me now but your touch i dont know what im gonna do i was all right til i fell in love with you well my house is on fire burning to the sky i thought it would rain but the clouds passed by now i feel like im coming to the end of my way but i know god is my shield and he wont lead me astray still i dont know what im gonna do i was all right til i fell in love with you boys in the street beginning to play girls like birds flying away when im gone you will remember my name im gonna win my way to wealth and fame i dont know what im gonna do i was all right til i fell in love with you junk is piling up taking up space my eyes feel like theyre falling off my face sweat falling down im staring at the floor im thinking about that girl who wont be back no more i dont know what im gonna do i was all right til i fell in love with you well im tired of talking im tired of trying to explain my attempts to please you were all in vain tomorrow night before the sun goes down if im still among the living ill be dixie bound i just dont know what im gonna do i was all right til i fell in love with you,til fell love well nerve explode body tense feel like whole world get pinned fence ive hit hard ive see much nothing heal touch dont know im gon na right til fell love well house fire burn sky thought would rain cloud pass feel like im come end way know god shield wont lead astray still dont know im gon na right til fell love boy street begin play girl like bird fly away im go remember name im gon na win way wealth fame dont know im gon na right til fell love junk pile take space eye feel like theyre fall face sweat fall im star floor im think girl wont back dont know im gon na right til fell love well im tire talk im tire try explain attempt please vain tomorrow night sun go im still among live ill dixie bound dont know im gon na right til fell love
not dark yet shadows are falling and ive been here all day its too hot to sleep time is running away feel like my soul has turned into steel ive still got the scars that the sun didnt heal theres not even room enough to be anywhere its not dark yet but its getting there well my sense of humanity has gone down the drain behind every beautiful thing theres been some kind of pain she wrote me a letter and she wrote it so kind she put down in writing what was in her mind i just dont see why i should even care its not dark yet but its getting there well ive been to london and ive been to gay paree ive followed the river and i got to the sea ive been down on the bottom of a world full of lies i aint looking for nothing in anyones eyes sometimes my burden seems more than i can bear its not dark yet but its getting there i was born here and ill die here against my will i know it looks like im moving but im standing still every nerve in my body is so vacant and numb i cant even remember what it was i came here to get away from dont even hear a murmur of a prayer its not dark yet but its getting there,dylan,not dark yet shadows are falling and ive been here all day its too hot to sleep time is running away feel like my soul has turned into steel ive still got the scars that the sun didnt heal theres not even room enough to be anywhere its not dark yet but its getting there well my sense of humanity has gone down the drain behind every beautiful thing theres been some kind of pain she wrote me a letter and she wrote it so kind she put down in writing what was in her mind i just dont see why i should even care its not dark yet but its getting there well ive been to london and ive been to gay paree ive followed the river and i got to the sea ive been down on the bottom of a world full of lies i aint looking for nothing in anyones eyes sometimes my burden seems more than i can bear its not dark yet but its getting there i was born here and ill die here against my will i know it looks like im moving but im standing still every nerve in my body is so vacant and numb i cant even remember what it was i came here to get away from dont even hear a murmur of a prayer its not dark yet but its getting there,dark yet shadow fall ive day hot sleep time run away feel like soul turn steel ive still get scar sun didnt heal there even room enough anywhere dark yet get well sense humanity go drain behind every beautiful thing there kind pain write letter write kind put write mind dont see even care dark yet get well ive london ive gay paree ive follow river get sea ive bottom world full lie aint look nothing anyones eye sometimes burden seem bear dark yet get bear ill die know look like im move im standing still every nerve body vacant numb cant even remember come get away dont even hear murmur prayer dark yet get
cold irons bound im beginning to hear voices and theres no one around well im all used up and the fields have turned brown i went to church on sunday and she passed by my love for her is taking such a long time to die im waist deep waist deep in the mist its almost like almost like i dont exist im twenty miles out of town in cold irons bound the walls of pride are high and wide cant see over to the other side its such a sad thing to see beauty decay its sadder still to feel your heart torn away one look at you and im out of control like the universe has swallowed me whole im twenty miles out of town in cold irons bound theres too many people too many to recall i thought some of m were friends of mine i was wrong about m all well the road is rocky and the hillsides mud up over my head nothing but clouds of blood i found my world found my world in you but your love just hasnt proved true im twenty miles out of town in cold irons bound twenty miles out of town in cold irons bound oh the winds in chicago have torn me to shreds reality has always had too many heads some things last longer than you think they will there are some kind of things you can never kill its you and you only i been thinking about but you cant see in and its hard lookin out im twenty miles out of town in cold irons bound well the fats in the fire and the waters in the tank the whiskeys in the jar and the moneys in the bank i tried to love and protect you because i cared im gonna remember forever the joy that we shared looking at you and im on my bended knee you have no idea what you do to me im twenty miles out of town in cold irons bound twenty miles out of town in cold irons bound,dylan,cold irons bound im beginning to hear voices and theres no one around well im all used up and the fields have turned brown i went to church on sunday and she passed by my love for her is taking such a long time to die im waist deep waist deep in the mist its almost like almost like i dont exist im twenty miles out of town in cold irons bound the walls of pride are high and wide cant see over to the other side its such a sad thing to see beauty decay its sadder still to feel your heart torn away one look at you and im out of control like the universe has swallowed me whole im twenty miles out of town in cold irons bound theres too many people too many to recall i thought some of m were friends of mine i was wrong about m all well the road is rocky and the hillsides mud up over my head nothing but clouds of blood i found my world found my world in you but your love just hasnt proved true im twenty miles out of town in cold irons bound twenty miles out of town in cold irons bound oh the winds in chicago have torn me to shreds reality has always had too many heads some things last longer than you think they will there are some kind of things you can never kill its you and you only i been thinking about but you cant see in and its hard lookin out im twenty miles out of town in cold irons bound well the fats in the fire and the waters in the tank the whiskeys in the jar and the moneys in the bank i tried to love and protect you because i cared im gonna remember forever the joy that we shared looking at you and im on my bended knee you have no idea what you do to me im twenty miles out of town in cold irons bound twenty miles out of town in cold irons bound,cold iron bound im begin hear voice theres one around well im use field turn brown go church sunday pass love take long time die im waist deep waist deep mist almost like almost like dont exist im twenty mile town cold iron bound wall pride high wide cant see side sad thing see beauty decay sadder still feel heart tear away one look im control like universe swallow whole im twenty mile town cold iron bound there many people many recall thought friend mine wrong well road rocky hillside mud head nothing cloud blood find world find world love hasnt prove true im twenty mile town cold iron bound twenty mile town cold iron bound oh wind chicago torn shred reality always many head thing last longer think kind thing never kill think cant see hard lookin im twenty mile town cold iron bound well fat fire water tank whiskey jar money bank try love protect care im gon na remember forever joy share look im bend knee idea im twenty mile town cold iron bound twenty mile town cold iron bound
make you feel my love when the rain is blowing in your face and the whole world is on your case i could offer you a warm embrace to make you feel my love when the evening shadows and the stars appear and there is no one there to dry your tears i could hold you for a million years to make you feel my love i know you havent made your mind up yet but i would never do you wrong ive known it from the moment that we met no doubt in my mind where you belong id go hungry id go black and blue id go crawling down the avenue theres nothing that i wouldnt do to make you feel my love the storms are raging on the rollin sea and on the highway of regret put your hand in mine and come with me ill see that you dont get wet i could make you happy make your dreams come true nothing that i wouldnt do go to the ends of the earth for you to make you feel my love,dylan,make you feel my love when the rain is blowing in your face and the whole world is on your case i could offer you a warm embrace to make you feel my love when the evening shadows and the stars appear and there is no one there to dry your tears i could hold you for a million years to make you feel my love i know you havent made your mind up yet but i would never do you wrong ive known it from the moment that we met no doubt in my mind where you belong id go hungry id go black and blue id go crawling down the avenue theres nothing that i wouldnt do to make you feel my love the storms are raging on the rollin sea and on the highway of regret put your hand in mine and come with me ill see that you dont get wet i could make you happy make your dreams come true nothing that i wouldnt do go to the ends of the earth for you to make you feel my love,make feel love rain blow face whole world case could offer warm embrace make feel love even shadow star appear one dry tear could hold million year make feel love know havent make mind yet would never wrong ive know moment meet doubt mind belong id go hungry id go black blue id go crawl avenue there nothing wouldnt make feel love storm rag rollin sea highway regret put hand mine come ill see dont get wet could make happy make dreams come true nothing wouldnt go end earth make feel love
cant wait i cant wait wait for you to change your mind its late im trying to walk the line well its way past midnight and there are people all around some on their way up some on their way down the air burns and im trying to think straight and i dont know how much longer i can wait im your man im trying to recover the sweet love that we knew you understand that my heart cant go on beating without you well your loveliness has wounded me im reeling from the blow i wish i knew what it was keeps me loving you so im breathing hard standing at the gate but i dont know how much longer i can wait skies are grey im looking for anything that will bring a happy glow night or day it doesnt matter where i go anymore i just go if i ever saw you coming i dont know what i would do id like to think i could control myself but it isnt true thats how it is when things disintegrate and i dont know how much longer i can wait im doomed to love you ive been rolling through stormy weather im thinking of you and all the places we could roam together its mighty funny the end of time has just begun oh honey after all these years youre still the one while im strolling through the lonely graveyard of my mind i left my life with you somewhere back there along the line i thought somehow that i would be spared this fate but i dont know how much longer i can wait,dylan,cant wait i cant wait wait for you to change your mind its late im trying to walk the line well its way past midnight and there are people all around some on their way up some on their way down the air burns and im trying to think straight and i dont know how much longer i can wait im your man im trying to recover the sweet love that we knew you understand that my heart cant go on beating without you well your loveliness has wounded me im reeling from the blow i wish i knew what it was keeps me loving you so im breathing hard standing at the gate but i dont know how much longer i can wait skies are grey im looking for anything that will bring a happy glow night or day it doesnt matter where i go anymore i just go if i ever saw you coming i dont know what i would do id like to think i could control myself but it isnt true thats how it is when things disintegrate and i dont know how much longer i can wait im doomed to love you ive been rolling through stormy weather im thinking of you and all the places we could roam together its mighty funny the end of time has just begun oh honey after all these years youre still the one while im strolling through the lonely graveyard of my mind i left my life with you somewhere back there along the line i thought somehow that i would be spared this fate but i dont know how much longer i can wait,cant wait cant wait wait change mind late im try walk line well way past midnight people around way way air burn im try think straight dont know much longer wait im man im try recover sweet love knew understand heart cant go beat without well loveliness wound im reel blow wish know keep love im breathe hard stand gate dont know much long wait sky grey im look anything bring happy glow night day doesnt matter go anymore go ever saw come dont know would id like think could control isnt true thats thing disintegrate dont know much long wait im doom love ive roll stormy weather im thinking place could roam together mighty funny end time begin oh honey year youre still one im stroll lonely graveyard mind leave life somewhere back along line think somehow would spar fate dont know much long wait
highlands well my hearts in the highlands gentle and fair honeysuckle blooming in the wildwood air bluebells blazing where the aberdeen waters flow well my hearts in the highlands im gonna go there when i feel good enough to go windows were shakin all night in my dreams everything was exactly the way that it seems woke up this morning and i looked at the same old page same ol rat race life in the same ol cage i dont want nothing from anyone aint that much to take wouldnt know the difference between a real blonde and a fake feel like a prisoner in a world of mystery i wish someone would come and push back the clock for me well my hearts in the highlands wherever i roam thats where ill be when i get called home the wind it whispers to the buckeyed trees in rhyme well my hearts in the highlands i can only get there one step at a time im listening to neil young i gotta turn up the sound someones always yelling turn it down feel like im drifting drifting from scene to scene im wondering what in the devil could it all possibly mean insanity is smashing up against my soul you can say i was on anything but a roll if i had a conscience well i just might blow my top what would i do with it anyway maybe take it to the pawn shop my hearts in the highlands at the break of dawn by the beautiful lake of the black swan big white clouds like chariots that swing down low well my hearts in the highlands only place left to go im in boston town in some restaurant i got no idea what i want well maybe i do but im just really not sure waitress comes over nobody in the place but me and her it must be a holiday theres nobody around she studies me closely as i sit down she got a pretty face and long white shiny legs she says “whatll it be” i say “i dont know you got any soft boiled eggs” she looks at me says “id bring you some but were out of m you picked the wrong time to come” then she says “i know youre an artist draw a picture of me” i say “i would if i could but i dont do sketches from memory” “well” she says “im right here in front of you or havent you looked” i say “all right i know but i dont have my drawing book” she gives me a napkin she says “you can do it on that” i say “yes i could but i dont know where my pencil is at” she pulls one out from behind her ear she says “all right now go ahead draw me im standing right here” i make a few lines and i show it for her to see well she takes the napkin and throws it back and says “that dont look a thing like me” i said “oh kind miss it most certainly does” she says “you must be jokin” i say “i wish i was” then she says “you dont read women authors do you” least thats what i think i hear her say “well” i say “how would you know and what would it matter anyway” “well” she says “you just dont seem like you do” i said “youre way wrong” she says “which ones have you read then” i say “i read erica jong” she goes away for a minute and i slide up out of my chair i step outside back to the busy street but nobodys going anywhere well my hearts in the highlands with the horses and hounds way up in the border country far from the towns with the twang of the arrow and a snap of the bow my hearts in the highlands cant see any other way to go every day is the same thing out the door feel further away than ever before some things in life it gets too late to learn well im lost somewhere i must have made a few bad turns i see people in the park forgetting their troubles and woes theyre drinking and dancing wearing brightcolored clothes all the young men with their young women looking so good well id trade places with any of them in a minute if i could im crossing the street to get away from a mangy dog talking to myself in a monologue i think what i need might be a fulllength leather coat somebody just asked me if i registered to vote the sun is beginning to shine on me but its not like the sun that used to be the partys over and theres less and less to say i got new eyes everything looks far away well my hearts in the highlands at the break of day over the hills and far away theres a way to get there and ill figure it out somehow but im already there in my mind and thats good enough for now,dylan,highlands well my hearts in the highlands gentle and fair honeysuckle blooming in the wildwood air bluebells blazing where the aberdeen waters flow well my hearts in the highlands im gonna go there when i feel good enough to go windows were shakin all night in my dreams everything was exactly the way that it seems woke up this morning and i looked at the same old page same ol rat race life in the same ol cage i dont want nothing from anyone aint that much to take wouldnt know the difference between a real blonde and a fake feel like a prisoner in a world of mystery i wish someone would come and push back the clock for me well my hearts in the highlands wherever i roam thats where ill be when i get called home the wind it whispers to the buckeyed trees in rhyme well my hearts in the highlands i can only get there one step at a time im listening to neil young i gotta turn up the sound someones always yelling turn it down feel like im drifting drifting from scene to scene im wondering what in the devil could it all possibly mean insanity is smashing up against my soul you can say i was on anything but a roll if i had a conscience well i just might blow my top what would i do with it anyway maybe take it to the pawn shop my hearts in the highlands at the break of dawn by the beautiful lake of the black swan big white clouds like chariots that swing down low well my hearts in the highlands only place left to go im in boston town in some restaurant i got no idea what i want well maybe i do but im just really not sure waitress comes over nobody in the place but me and her it must be a holiday theres nobody around she studies me closely as i sit down she got a pretty face and long white shiny legs she says “whatll it be” i say “i dont know you got any soft boiled eggs” she looks at me says “id bring you some but were out of m you picked the wrong time to come” then she says “i know youre an artist draw a picture of me” i say “i would if i could but i dont do sketches from memory” “well” she says “im right here in front of you or havent you looked” i say “all right i know but i dont have my drawing book” she gives me a napkin she says “you can do it on that” i say “yes i could but i dont know where my pencil is at” she pulls one out from behind her ear she says “all right now go ahead draw me im standing right here” i make a few lines and i show it for her to see well she takes the napkin and throws it back and says “that dont look a thing like me” i said “oh kind miss it most certainly does” she says “you must be jokin” i say “i wish i was” then she says “you dont read women authors do you” least thats what i think i hear her say “well” i say “how would you know and what would it matter anyway” “well” she says “you just dont seem like you do” i said “youre way wrong” she says “which ones have you read then” i say “i read erica jong” she goes away for a minute and i slide up out of my chair i step outside back to the busy street but nobodys going anywhere well my hearts in the highlands with the horses and hounds way up in the border country far from the towns with the twang of the arrow and a snap of the bow my hearts in the highlands cant see any other way to go every day is the same thing out the door feel further away than ever before some things in life it gets too late to learn well im lost somewhere i must have made a few bad turns i see people in the park forgetting their troubles and woes theyre drinking and dancing wearing brightcolored clothes all the young men with their young women looking so good well id trade places with any of them in a minute if i could im crossing the street to get away from a mangy dog talking to myself in a monologue i think what i need might be a fulllength leather coat somebody just asked me if i registered to vote the sun is beginning to shine on me but its not like the sun that used to be the partys over and theres less and less to say i got new eyes everything looks far away well my hearts in the highlands at the break of day over the hills and far away theres a way to get there and ill figure it out somehow but im already there in my mind and thats good enough for now,highland well heart highlands gentle fair honeysuckle bloom wildwood air bluebell blaze aberdeen water flow well heart highland im gon na go feel good enough go window shakin night dream everything exactly way seem wake morning look old page ol rat race life ol cage dont want nothing anyone aint much take wouldnt know difference real blonde fake feel like prisoner world mystery wish someone would come push back clock well heart highlands wherever roam thats ill get call home wind whisper buckeyed tree rhyme well heart highland get one step time im listen neil young get ta turn sound someone always yell turn feel like im drift drift scene scene im wonder devil could possibly mean insanity smash soul say anything roll conscience well might blow top would anyway maybe take pawn shop hearts highlands break dawn beautiful lake black swan big white cloud like chariot swing low well hearts highland place leave go im boston town restaurant get idea want well maybe im really sure waitress come nobody place must holiday there nobody around study closely sit get pretty face long white shiny leg say “ whatll ” say “ dont know get soft boil egg ” look say “ id bring pick wrong time come ” say “ know youre artist draw picture ” say “ would could dont sketch memory ” “ well ” say “ im right front havent look ” say “ right know dont draw book ” give napkin say “ ” say “ yes could dont know pencil ” pull one behind ear say “ right go ahead draw im stand right ” make line show see well take napkin throw back say “ dont look thing like ” say “ oh kind miss certainly ” say “ must jokin ” say “ wish ” say “ dont read woman author ” least thats think hear say “ well ” say “ would know would matter anyway ” “ well ” say “ dont seem like ” say “ youre way wrong ” say “ one read ” say “ read erica jong ” go away minute slide chair step outside back busy street nobody go anywhere well hearts highland horse hound way border country far town twang arrow snap bow heart highlands cant see way go every day thing door feel away ever thing life get late learn well im lose somewhere must make bad turn see people park forget trouble woe theyre drink dance wear brightcolored clothes young men young woman look good well id trade place minute could im cross street get away mangy dog talk monologue think need might fulllength leather coat somebody ask registered vote sun begin shine like sun use party theres less less say get new eye everything look far away well hearts highland break day hill far away theres way get ill figure somehow im already mind thats good enough
